"SampleID","Hill_q0","Hill_q1","Hill_q2","eventID","proportionshallow","distance.km.","NearestShelf_Longitude","NearestShelf_Latitude","ShelfMatch","rownames.d.","score","scorecn","scorecy","scorepfc","scoreth","scoretr","grav_NC","sediment","nutrient","pop_count","num_ports","reef_value","cumul_score"
"MAU_9A_BS",216,26.3866373753277,13.4743709835124,"Ransome_MAU09_MAU09A_110101_140101",0,1920,130.5416854,31.1500061,1,"Ransome_MAU09_MAU09A_110101_140101",-0.2478,-2.93266,-3.14096,-0.10716,-0.30774,0.04766,NA,0,0,0,0,0,0
"MOO_21_BS",118,17.4303473927538,9.48560572456121,"Ransome_MOO01_MOO21_120201_140117",0.022875817,5840,153.8916854,-28.64999902,2,"Ransome_MOO01_MOO21_120201_140117",0.12817,-0.79266,0.50689,0.58821,0.893,1.18951,0.76544736,0.974087833,0.698229322,0.89819767,0,0.930379515,0.71105695
"MOO_22_BS",162,27.2939372602727,14.0063251398646,"Ransome_MOO02_MOO22_120201_140118",0.023178808,5850,153.8916854,-28.64999902,2,"Ransome_MOO02_MOO22_120201_140118",0.12817,-0.79266,0.50689,0.58821,0.893,1.18951,0.76544736,0.974087833,0.698229322,0.89819767,0,0.930379515,0.71105695
"MOO_23_BS",184,28.6595068147892,13.9415288596983,"Ransome_MOO02_MOO23_120201_140119",0.023178808,5850,153.8916854,-28.64999902,2,"Ransome_MOO02_MOO23_120201_140119",0.12817,-0.79266,0.50689,0.58821,0.893,1.18951,0.76544736,0.974087833,0.698229322,0.89819767,0,0.930379515,0.71105695
"MOO_27_BS",160,28.9860679520697,15.9579069010015,"Ransome_MOO03_MOO27_120201_140121",0.023255814,5850,153.8916854,-28.64999902,2,"Ransome_MOO03_MOO27_120201_140121",0.12817,-0.79266,0.50689,0.58821,0.893,1.18951,0.76544736,0.974087833,0.698229322,0.89819767,0,0.930379515,0.71105695
"OAH_12_BS",239,24.2675650181555,7.29916885392358,"Ransome_OAH12_OAH12B_100101_2013",0.174193548,6410,137.5416854,37.45000664,1,"Ransome_OAH12_OAH12B_100101_2013",0.00534,-0.57198,0.76178,-1.03765,0.99656,0.12738,0.991946208,0.894769751,0.858751129,0.975401128,0,0.981207414,0.783679272
"OFU_3B_BS",62,20.1404893106549,13.5704854081686,"Ransome_OFU03_OFU03B_120401_150201",0,4000,153.3916854,-22.39999848,2,"Ransome_OFU03_OFU03B_120401_150201",-0.09126,-1.28093,-0.13994,0.26332,-0.58637,-0.96581,0.145436497,0,0,0.477782255,0,0.760348743,0.230594583
"OFU_3B2_BS",60,20.0401009054012,13.937998636104,"Ransome_OFU03_OFU03B_120401_150201",0,4000,153.3916854,-22.39999848,2,"Ransome_OFU03_OFU03B_120401_150201",-0.09126,-1.28093,-0.13994,0.26332,-0.58637,-0.96581,0.145436497,0,0,0.477782255,0,0.760348743,0.230594583
"OFU_3C_BS",70,15.0986109882543,9.31167861011695,"Ransome_OFU03_OFU03C_120401_150201",0,4000,153.3916854,-22.39999848,2,"Ransome_OFU03_OFU03C_120401_150201",-0.09126,-1.28093,-0.13994,0.26332,-0.58637,-0.96581,0.145436497,0,0,0.477782255,0,0.760348743,0.230594583
"OFU_4_BS",103,17.8732505710934,9.61129876930747,"Ransome_OFU04_OFU04C_120401_150201",0,4000,153.3916854,-22.39999848,2,"Ransome_OFU04_OFU04C_120401_150201",-0.0884,-1.28093,-0.13487,0.26356,-0.55858,-0.93913,0.140960087,0,0,0.522968716,0,0.774067697,0.239666083
"OLO_04_BS",92,16.1601009412211,9.4586156662338,"Ransome_OLO04_OLO04C_120401_150201",0,4000,153.3916854,-22.39999848,2,"Ransome_OLO04_OLO04C_120401_150201",-0.0884,-1.28093,-0.13487,0.26356,-0.55858,-0.93913,0.140960087,0,0,0.522968716,0,0.774067697,0.239666083
"PAG_1_BS",210,29.4635412685131,15.9389172900961,"Ransome_PAG01_PAG01C_110101_140101",0.003278689,2110,130.5416854,31.1500061,1,"Ransome_PAG01_PAG01C_110101_140101",-0.22852,-2.65829,-2.64548,0.01333,-0.48497,-0.17121,NA,0,0,0,0,0,0
"PAG_5_BS",185,8.42330358659893,3.20792679348603,"Ransome_PAG05_PAG05C_110101_140101",0.003257329,2110,130.5416854,31.1500061,1,"Ransome_PAG05_PAG05C_110101_140101",-0.22852,-2.65829,-2.64548,0.01333,-0.48497,-0.17121,NA,0,0,0,0,0,0
"PAG_9_BS",170,24.8498534573209,9.43181970819594,"Ransome_PAG09_PAG09B_110101_140101",0.003311258,2110,130.5416854,31.1500061,1,"Ransome_PAG09_PAG09B_110101_140101",-0.22852,-2.65829,-2.64548,0.01333,-0.48497,-0.17121,NA,0,0,0,0,0,0
