"SampleID","Hill_q0","Hill_q1","Hill_q2","eventID","proportionshallow","distance.km.","NearestShelf_Longitude","NearestShelf_Latitude","ShelfMatch","rownames.d.","score","scorecn","scorecy","scorepfc","scoreth","scoretr","grav_NC","sediment","nutrient","pop_count","num_ports","reef_value","cumul_score"
"KUR_12_BS",26,10.6338593954508,7.23717263323328,"Ransome_KUR12_KUR12A_100101_130101",0.027355623,4210,137.5416854,37.40000664,1,"Ransome_KUR12_KUR12A_100101_130101",-0.18836,-2.12554,0.76178,-1.33061,-0.35867,-0.20784,0.06255736,0,0,0,0,0,0.010426227
"KUR_33_BS",45,7.59714052458002,3.53272159162254,"Ransome_KUR33_KUR33A_100101_130101",0.027439024,4200,137.5416854,37.40000664,1,"Ransome_KUR33_KUR33A_100101_130101",-0.21129,-2.53774,0.76178,-1.34271,-0.44066,-0.25486,0.062388792,0,0,0,0,0,0.010398132
"LIS_10_BS",11,2.17092737798021,1.68023057274379,"Ransome_LIS10_LIS10B_100101_130101",0.1375,4720,137.5416854,37.40000664,1,"Ransome_LIS10_LIS10B_100101_130101",-0.11823,-1.80168,0.66585,-0.85946,-0.24579,0.7532,0.092937012,0,0,0,0,0,0.015489502
"LIS_14_BS",15,4.3546081993384,2.70430186896572,"Ransome_LIS14_LIS14B_100101_130101",0.130434783,4710,137.5416854,37.40000664,1,"Ransome_LIS14_LIS14B_100101_130101",-0.12027,-1.76908,0.66585,-0.88467,-0.24792,0.68901,0.092206552,0,0,0,0,0,0.015367759
"MAI_1_BS",26,4.55372591089225,2.77270975944172,"Ransome_MAI01_MAI01B_100101_130101",0.058064516,6590,137.5416854,37.45000664,1,"Ransome_MAI01_MAI01B_100101_130101",0.0112,0.04653,0.76178,-1.08925,0.896,-0.11347,NA,0.922778432,0.82600925,0.697322148,0,0,0.489221966
"MAU_4A_BS",77,10.0737548928337,4.24235640094953,"Ransome_MAU04_MAU04A_110101_140101",0,1920,130.5416854,31.1500061,1,"Ransome_MAU04_MAU04A_110101_140101",-0.2478,-2.93266,-3.14096,-0.10716,-0.30774,0.04766,NA,0,0,0,0,0,0
"MAU_4B_BS",53,11.5424714248017,6.91596371450211,"Ransome_MAU04_MAU04B_110101_140101",0,1920,130.5416854,31.1500061,1,"Ransome_MAU04_MAU04B_110101_140101",-0.2478,-2.93266,-3.14096,-0.10716,-0.30774,0.04766,NA,0,0,0,0,0,0
"MAU_4C_BS",37,5.54815828636209,3.01892354488538,"Ransome_MAU04_MAU04C_110101_140101",0,1920,130.5416854,31.1500061,1,"Ransome_MAU04_MAU04C_110101_140101",-0.2478,-2.93266,-3.14096,-0.10716,-0.30774,0.04766,NA,0,0,0,0,0,0
"MAU_9A_BS",101,20.1675393639646,13.464762678314,"Ransome_MAU09_MAU09A_110101_140101",0,1920,130.5416854,31.1500061,1,"Ransome_MAU09_MAU09A_110101_140101",-0.2478,-2.93266,-3.14096,-0.10716,-0.30774,0.04766,NA,0,0,0,0,0,0
"MOO_21_BS",78,15.2665290470524,6.69396623534764,"Ransome_MOO01_MOO21_120201_140117",0.022875817,5840,153.8916854,-28.64999902,2,"Ransome_MOO01_MOO21_120201_140117",0.12817,-0.79266,0.50689,0.58821,0.893,1.18951,0.76544736,0.974087833,0.698229322,0.89819767,0,0.930379515,0.71105695
