"SampleID","Hill_q0","Hill_q1","Hill_q2","eventID","proportionshallow","distance.km.","NearestShelf_Longitude","NearestShelf_Latitude","ShelfMatch","rownames.d.","score","scorecn","scorecy","scorepfc","scoreth","scoretr","grav_NC","sediment","nutrient","pop_count","num_ports","reef_value","cumul_score"
"PAL_17_BS",61,17.306556034792,9.93313020845273,"Ransome_PAL17_PAL17C_120501_150301",0,5750,152.8416854,-21.09999837,2,"Ransome_PAL17_PAL17C_120501_150301",-0.17138,-3.07548,0.76178,-2.05763,0.83829,0.60792,0.027420352,0.456028395,0,0,0,0,0.080574791
"PAL_19_BS",52,8.55675054692893,5.54760897802721,"Ransome_PAL19_PAL19C_120501_150301",0,5750,152.8416854,-21.09999837,2,"Ransome_PAL19_PAL19C_120501_150301",-0.17138,-3.07548,0.76178,-2.05763,0.83829,0.60792,0.027420352,0.456028395,0,0,0,0,0.080574791
"PHR_26_BS",33,4.02900108967702,2.36367187770409,"Ransome_PHR26_PHR26A_100101_130101",0.058282209,4460,137.5416854,37.45000664,1,"Ransome_PHR26_PHR26A_100101_130101",-0.16706,-2.08608,0.76178,-1.19984,-0.32914,0.24325,0.076436103,0,0,0,0,0,0.012739351
"PHR_33A_BS",40,5.45943126547138,3.42297398973854,"Ransome_PHR33_PHR33A_100101_130101",0.058461538,4460,137.5416854,37.45000664,1,"Ransome_PHR33_PHR33A_100101_130101",-0.15929,-1.773,0.76178,-1.19944,-0.36372,0.20768,0.07598659,0,0,0,0,0,0.012664432
"PHR_33B_BS",70,11.9004580724453,7.54473985310435,"Ransome_PHR33_PHR33B_100101_130101",0.058461538,4460,137.5416854,37.45000664,1,"Ransome_PHR33_PHR33B_100101_130101",-0.15929,-1.773,0.76178,-1.19944,-0.36372,0.20768,0.07598659,0,0,0,0,0,0.012664432
"PHR_33C_BS",41,9.25637879061177,5.60730037080265,"Ransome_PHR33_PHR33C_100101_130101",0.058461538,4460,137.5416854,37.45000664,1,"Ransome_PHR33_PHR33C_100101_130101",-0.15929,-1.773,0.76178,-1.19944,-0.36372,0.20768,0.07598659,0,0,0,0,0,0.012664432
"PHR_42_BS",38,3.71187521982906,2.19338307733045,"Ransome_PHR42_PHR42A_100101_130101",0.058641975,4450,137.5416854,37.45000664,1,"Ransome_PHR42_PHR42A_100101_130101",-0.16968,-1.773,0.76178,-1.19865,-0.47663,0.12291,0.074956453,0,0,0,0,0,0.012492742
"ROS_19C_BS",33,16.4084680079643,12.2262866221558,"Ransome_ROS19_ROS19C_120401_150201",0,4140,153.3916854,-22.39999848,2,"Ransome_ROS19_ROS19C_120401_150201",-0.1105,-2.30855,-0.00871,0.30203,-0.49867,-0.82002,0.0513757,0,0,0.323045644,0,0,0.062403557
"ROS_25_BS",32,8.19428603062262,4.95008097941473,"Ransome_ROS25_ROS25C_120401_150201",0,4140,153.3916854,-22.39999848,2,"Ransome_ROS25_ROS25C_120401_150201",-0.11328,-2.30855,-0.0109,0.3018,-0.52336,-0.86466,0.0513757,0,0,0.323045644,0,0,0.062403557
"ROS_4C_BS",33,9.01074397483993,5.59447770550616,"Ransome_ROS04_ROS04C_120401_150201",0,4140,153.3916854,-22.39999848,2,"Ransome_ROS04_ROS04C_120401_150201",-0.11615,-2.30855,-0.00959,0.30433,-0.55925,-0.87848,0.050495402,0,0,0.323045644,0,0,0.062256841
"SAI_5_BS",77,5.42976340537113,2.906046366138,"Ransome_SAI05_SAI05A_110101_140101",0.056666667,2360,130.5416854,31.1500061,1,"Ransome_SAI05_SAI05A_110101_140101",-0.10443,-0.90071,-2.38302,0.09283,0.01488,0.19752,0.788335113,0.655123584,0,0.767492124,0,0.943054436,0.525667543
"SAI_6_BS",85,21.4473111932602,12.64909761591,"Ransome_SAI06_SAI06B_110101_140101",0.056478405,2350,130.5416854,31.1500061,1,"Ransome_SAI06_SAI06B_110101_140101",-0.10611,-0.90071,-2.40103,0.09099,0.00136,0.21088,0.733943923,0.679674857,0,0.95919115,0.998223313,0.984156348,0.725864932
"SAI_8_BS",52,10.1185040437944,5.70386725392066,"Ransome_SAI06_SAI06B_110101_140101",0.056478405,2350,130.5416854,31.1500061,1,"Ransome_SAI06_SAI06B_110101_140101",-0.10611,-0.90071,-2.40103,0.09099,0.00136,0.21088,0.733943923,0.679674857,0,0.95919115,0.998223313,0.984156348,0.725864932
"TIM_1_BS",70,9.39819169841745,4.26989301678663,"Ransome_TIM01_TIM01A_121015_141009",0.051546392,220,126.6916854,-10.09999743,2,"Ransome_TIM01_TIM01A_121015_141009",0.11904,0.1665,0.65351,0.18707,0.76155,0.8572,0.979490925,0.983522142,0,0.989980951,0,0.949062202,0.650342703
"TIM_4_BS",98,17.6929134198043,10.7002865352466,"Ransome_TIM04_TIM04A_121019_140928",0.064189189,190,126.6916854,-10.09999743,2,"Ransome_TIM04_TIM04A_121019_140928",0.12042,0.60332,0.64999,0.2703,0.54388,0.65805,0.782753648,0.957095042,0,0.887775661,0,0,0.437937392
"TIM_8_BS",77,5.80594924564398,2.80121668763265,"Ransome_TIM08_TIM08A_121023_140925",0.057823129,170,127.9916854,-9.599997387,2,"Ransome_TIM08_TIM08A_121023_140925",0.07523,0.24342,0.63833,0.31068,0.20567,0.14198,0.652338409,0.797851994,0.64930997,0.555132244,0,0,0.442438769
"TIM_9_BS",61,9.09557309660392,4.81005772534923,"Ransome_TIM09_TIM09A_121024_140924",0.057432432,200,126.6916854,-10.09999743,2,"Ransome_TIM09_TIM09A_121024_140924",0.13349,0.70791,0.64879,0.22423,0.69337,0.72523,0.923226761,0,0,0.826873764,0,0.895926441,0.441004494
"TUT_01_BS",93,16.16944223277,8.45048822711109,"Ransome_TUT01_TUT01C_120401_150201",0.016722408,3900,153.3916854,-22.39999848,2,"Ransome_TUT01_TUT01C_120401_150201",-0.05532,-0.87724,-0.14009,0.26747,-0.38717,-0.62738,0.576913712,0.931219656,0,0.926221701,0.998223313,0.836215107,0.711465582
"TUT_11A_BS",35,14.0984179969146,9.50347749470408,"Ransome_TUT11_TUT11A_120401_150201",0.016722408,3880,153.3916854,-22.39999848,2,"Ransome_TUT11_TUT11A_120401_150201",-0.07801,-1.58828,-0.18482,0.27544,-0.3574,-0.56263,0.225824577,0.912718847,0,0.954612059,0,0.845061909,0.489702899
"TUT_11B_BS",99,31.1292836167779,17.5717308516175,"Ransome_TUT11_TUT11B_120401_150201",0.016722408,3880,153.3916854,-22.39999848,2,"Ransome_TUT11_TUT11B_120401_150201",-0.07801,-1.58828,-0.18482,0.27544,-0.3574,-0.56263,0.225824577,0.912718847,0,0.954612059,0,0.845061909,0.489702899
"TUT_11C_BS",70,17.6413786066868,9.68398981262705,"Ransome_TUT11_TUT11C_120401_150201",0.016722408,3880,153.3916854,-22.39999848,2,"Ransome_TUT11_TUT11C_120401_150201",-0.07801,-1.58828,-0.18482,0.27544,-0.3574,-0.56263,0.225824577,0.912718847,0,0.954612059,0,0.845061909,0.489702899
"TUT_22_BS",76,13.521023933122,7.2933419343696,"Ransome_TUT22_TUT22C_120401_150201",0.01650165,3880,153.3916854,-22.39999848,2,"Ransome_TUT22_TUT22C_120401_150201",-0.07801,-1.58828,-0.18482,0.27544,-0.3574,-0.56263,0.225824577,0.912718847,0,0.954612059,0,0.845061909,0.489702899
"TWI_1A_BS",100,5.81460494061107,3.2607349263279,"Ransome_TWI01_TWI01A_120312_150520",0.164983165,130,120.2416854,12.75000453,1,"Ransome_TWI01_TWI01A_120312_150520",0.03848,0.14474,-1.73064,-0.01623,0.98378,1.05501,0.984604147,0.852894659,0.925487812,0.951479962,0,0.996501575,0.785161359
"TWI_1B_BS",102,20.4129762224377,12.4471704670134,"Ransome_TWI01_TWI01B_120312_150520",0.164983165,130,120.2416854,12.75000453,1,"Ransome_TWI01_TWI01B_120312_150520",0.03848,0.14474,-1.73064,-0.01623,0.98378,1.05501,0.984604147,0.852894659,0.925487812,0.951479962,0,0.996501575,0.785161359
"TWI_1C_BS",67,8.11697420241688,5.84187452805969,"Ransome_TWI01_TWI01C_120312_150520",0.164983165,130,120.2416854,12.75000453,1,"Ransome_TWI01_TWI01C_120312_150520",0.03848,0.14474,-1.73064,-0.01623,0.98378,1.05501,0.984604147,0.852894659,0.925487812,0.951479962,0,0.996501575,0.785161359
"TWI_2A_BS",69,10.1607062266936,5.90032061491935,"Ransome_TWI02_TWI02A_120312_150522",0.164983165,130,120.2416854,12.75000453,1,"Ransome_TWI02_TWI02A_120312_150522",0.03848,0.14474,-1.73064,-0.01623,0.98378,1.05501,0.984604147,0.852894659,0.925487812,0.951479962,0,0.996501575,0.785161359
"TWI_2B_BS",78,11.3951710660007,6.05872280671213,"Ransome_TWI02_TWI02B_120312_150522",0.164983165,130,120.2416854,12.75000453,1,"Ransome_TWI02_TWI02B_120312_150522",0.03848,0.14474,-1.73064,-0.01623,0.98378,1.05501,0.984604147,0.852894659,0.925487812,0.951479962,0,0.996501575,0.785161359
"TWI_2C_BS",75,10.4680353797037,5.15175224362451,"Ransome_TWI02_TWI02C_120312_150522",0.164983165,130,120.2416854,12.75000453,1,"Ransome_TWI02_TWI02C_120312_150522",0.03848,0.14474,-1.73064,-0.01623,0.98378,1.05501,0.984604147,0.852894659,0.925487812,0.951479962,0,0.996501575,0.785161359
"WAK_6_BS",42,14.2686919113326,8.22123805609527,"Ransome_WAK06_WAK06A_110101_140101",0,3460,137.5416854,37.40000664,1,"Ransome_WAK06_WAK06A_110101_140101",-0.12619,-2.965,-0.58888,0.06565,-0.01037,-0.32124,0.021483021,0,0,0,0.998223313,0,0.169951056
"WAK_8_BS",26,1.89887585868011,1.46297671050566,"Ransome_WAK08_WAK08A_110101_140101",0,3460,137.5416854,37.40000664,1,"Ransome_WAK08_WAK08A_110101_140101",-0.13456,-3.22712,-0.58888,0.0624,0.00429,-0.32255,0.021408102,0,0,0,0.998223313,0,0.169938569
